,PathNumber,ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z,transformed_HMD_x,transformed_HMD_y
0,1,NoHouse,112,1.799489974975586,35,-287.2950897216797,1.3155453205108645,-177.48172760009766,863.7322727823328,1315.7026344047426
1,1,Avatar,15,0.2326223850250244,36,-287.6249694824219,1.2794457674026491,-177.44293212890625,862.366993299182,1315.86257000977
2,1,NoHouse,29,0.4890570640563965,37,-287.6297912597656,1.277722716331482,-177.43646240234375,862.3469688339627,1315.889256619564
3,1,Hand,42,0.6884481906890869,38,-287.6279296875,1.2652533054351809,-177.42214965820312,862.3545075379199,1315.9482968587158
4,1,NoHouse,1,0.01091313362121582,39,-287.62713623046875,1.2671712636947632,-177.41220092773438,862.3576767446239,1315.9893353984894
5,1,Hand,1,0.011406660079956056,40,-287.62701416015625,1.267947793006897,-177.41159057617188,862.3581748393985,1315.9918531144508
6,1,NoHouse,1,0.021823406219482425,41,-287.6269226074219,1.2689300775527954,-177.41094970703125,862.3585463163234,1315.9944967092329
7,1,TaskBuilding_53,9,0.17806434631347656,42,-287.6260681152344,1.2788466215133667,-177.40597534179688,862.3620249522357,1316.0150160680846
8,1,NoHouse,79,1.2772014141082764,43,-287.6095275878906,1.323070406913757,-177.41995239257812,862.4306224972113,1315.957364069202
9,1,Avatar,48,0.7549109458923341,44,-287.75970458984375,1.329674243927002,-177.56874084472656,861.810955213621,1315.3435847664377
10,1,NoHouse,27,0.46673583984375,45,-287.91943359375,1.3461964130401611,-177.1730499267578,861.1455346528644,1316.9757778799153
11,1,Avatar,248,4.2422897815704355,46,-287.7523651123047,1.5841232538223269,-168.45895385742188,861.7370423179831,1352.923118154898
12,1,NoHouse,192,3.0985126495361333,47,-288.4174346923828,1.9852972030639648,-153.6961441040039,858.8161186822617,1413.830430497082
13,1,Avatar,124,1.9542407989501955,48,-288.5482635498047,2.2901628017425537,-142.34498596191406,858.1445127523119,1460.668652445786
14,1,NoHouse,6,0.07836794853210449,49,-288.79209899902344,2.411207914352417,-138.12625122070312,857.0870469856723,1478.0780510161453
15,1,Avatar,106,1.7320325374603271,50,-288.8066101074219,2.4921271800994877,-134.74559020996094,856.9882877277038,1492.0293841509301
16,1,NoHouse,50,0.8000481128692627,51,-287.74151611328125,2.5328906774520874,-130.4202880859375,861.3467287922869,1509.8784543276101
17,1,Avatar,71,1.2211518287658691,52,-285.5500183105469,2.506337404251098,-126.4424285888672,870.3710011451876,1526.2925676890068
18,1,NoHouse,3,0.044144392013549805,53,-284.0864562988281,2.58976149559021,-124.41973114013672,876.404991135567,1534.6385262861959
19,1,Avatar,45,0.7782275676727295,54,-282.8652648925781,2.678142786026001,-123.12691497802734,881.4442095962305,1539.9724647251005
20,1,Building_154,1,0.021820783615112305,55,-281.5257263183594,2.7300164699554443,-122.03894805908205,886.9754933699968,1544.4607463961129
21,1,NoHouse,2,0.033232688903808594,56,-281.4549560546875,2.7316280603408813,-121.99132537841795,887.2678313583982,1544.6571892675865
22,1,Building_154,5,0.0892789363861084,57,-281.29180908203125,2.73525619506836,-121.8858642578125,887.9418075706951,1545.0922048677467
