SubjectID,PathNum,Condition,Success,Pctg. Rich Club
1004,1,A,True,0.0121580547112462
1004,2,A,True,0.019230769230769232
1004,3,A,True,0.05185185185185185
1004,4,A,True,0.033428844317096466
1004,5,A,True,0.007194244604316547
1004,6,A,True,0.0781758957654723
1004,7,A,True,
1004,8,A,True,0.0
1004,9,A,True,0.015267175572519083
1005,1,B,True,0.17525773195876287
1005,2,B,True,0.0
1005,3,B,True,
1005,4,B,True,0.007633587786259542
1005,5,B,True,0.06704707560627675
1005,6,B,True,0.07778819119025304
1005,7,B,False,0.11462450592885376
1005,8,B,True,0.19342105263157894
1005,9,B,True,0.07160493827160494
1008,1,A,True,0.2
1008,2,A,True,0.12564766839378239
1008,3,A,True,0.09411764705882353
1008,4,A,True,0.10047095761381476
1008,5,A,True,0.12953367875647667
1008,6,A,False,0.08709016393442623
1008,7,A,True,
1008,8,A,True,0.07954545454545454
1008,9,A,True,0.1125
1011,1,A,True,0.12702078521939955
1011,2,A,True,0.1264705882352941
1011,3,A,True,0.09134615384615384
1011,4,A,False,0.09564164648910412
1011,5,A,False,0.11497975708502024
1011,6,A,True,0.01020408163265306
1011,7,A,True,
1011,8,A,True,0.12111801242236025
1011,9,A,True,0.07787610619469026
1013,1,B,True,0.17058823529411765
1013,2,B,True,0.0
1013,3,B,True,
1013,4,B,True,0.0449438202247191
1013,5,B,True,0.017699115044247787
1013,6,B,True,0.08223684210526316
1013,7,B,True,0.03571428571428571
1013,8,B,True,0.1299638989169675
1013,9,B,True,0.13157894736842105
1017,1,A,True,0.01020408163265306
1017,2,A,True,0.05228758169934641
1017,3,A,True,0.02702702702702703
1017,4,A,True,0.012944983818770227
1017,5,A,True,0.055299539170506916
1017,6,A,True,0.030303030303030304
1017,7,A,True,
1017,8,A,True,0.043478260869565216
1017,9,A,True,0.02586206896551724
1018,1,A,True,0.17797695262483995
1018,2,A,True,0.11530172413793104
1018,3,A,True,0.08762886597938144
1018,4,A,True,0.06734006734006734
1018,5,A,True,0.09090909090909091
1018,6,A,True,0.0
1018,7,A,True,
1018,8,A,True,0.08083333333333333
1018,9,A,True,0.08401084010840108
1021,1,B,True,0.16666666666666666
1021,2,B,True,
1021,3,B,True,
1021,4,B,True,0.012345679012345678
1021,5,B,True,0.09523809523809523
1021,6,B,True,0.04153354632587859
1021,7,B,True,0.22772277227722773
1021,8,B,True,0.1619047619047619
1021,9,B,True,0.08053691275167785
1022,1,B,True,0.057803468208092484
1022,2,B,True,0.0
1022,3,B,True,
1022,4,B,True,0.03333333333333333
1022,5,B,True,0.031914893617021274
1022,6,B,True,0.08064516129032258
1022,7,B,True,0.1076923076923077
1022,8,B,True,0.0684931506849315
1022,9,B,True,0.028409090909090908
1023,1,B,True,0.16541353383458646
1023,2,B,True,0.0
1023,3,B,True,
1023,4,B,True,0.05263157894736842
1023,5,B,True,0.17753623188405798
1023,6,B,True,0.11654135338345864
1023,7,B,True,0.30327868852459017
1023,8,B,True,0.19204389574759945
1023,9,B,True,0.09202453987730061
1054,1,A,True,0.11771700356718193
1054,2,A,True,0.14661654135338345
1054,3,A,True,0.05013192612137203
1054,4,A,False,0.12213333333333333
1054,5,A,True,0.0787037037037037
1054,6,A,True,0.07362784471218206
1054,7,A,True,
1054,8,A,True,0.0
1054,9,A,True,0.09422492401215805
1055,1,B,True,0.1326530612244898
1055,2,B,True,0.0
1055,3,B,True,
1055,4,B,True,0.05217391304347826
1055,5,B,True,0.075
1055,6,B,True,0.10412573673870335
1055,7,B,True,0.03559870550161812
1055,8,B,True,0.09154929577464789
1055,9,B,True,0.06395348837209303
1057,1,A,True,0.15675675675675677
1057,2,A,True,0.06074766355140187
1057,3,A,True,0.013333333333333334
1057,4,A,True,0.03734439834024896
1057,5,A,True,0.1232876712328767
1057,6,A,True,0.0
1057,7,A,True,
1057,8,A,True,0.0976470588235294
1057,9,A,True,0.04143646408839779
1058,1,A,True,0.09803921568627451
1058,2,A,True,0.12788906009244994
1058,3,A,True,0.04784688995215311
1058,4,A,True,0.08828250401284109
1058,5,A,True,0.12236286919831224
1058,6,A,True,0.08208955223880597
1058,7,A,True,
1058,8,A,True,0.183206106870229
1058,9,A,True,0.075
1069,1,B,True,0.10094637223974763
1069,2,B,True,0.0
1069,3,B,True,
1069,4,B,True,0.08372093023255814
1069,5,B,True,0.0472972972972973
1069,6,B,True,0.12433392539964476
1069,7,B,True,0.13302752293577982
1069,8,B,True,0.07530647985989491
1069,9,B,True,0.06865671641791045
1074,1,B,True,0.14350797266514806
1074,2,B,True,0.08484848484848485
1074,3,B,True,
1074,4,B,True,0.1039426523297491
1074,5,B,True,0.10075566750629723
1074,6,B,True,0.13241616509028376
1074,7,B,True,0.13184931506849315
1074,8,B,True,0.11664190193164933
1074,9,B,True,0.13444444444444445
