,PathNumber,ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z,transformed_HMD_x,transformed_HMD_y
0,2,NoHouse,50,0.7221751213073729,1968,53.21098327636719,-2.813225269317627,-131.73747253417972,2268.884269451079,1504.0349504356504
1,2,Phone,24,0.3561275005340576,1969,53.51364135742188,-2.8250900506973267,-131.63054656982422,2270.1301394395055,1504.4747316529492
2,2,Hand,11,0.14433574676513672,1970,53.50717163085938,-2.833021879196167,-131.63302612304688,2270.1035080739084,1504.4645634125295
3,2,Phone,2,0.03224015235900879,1971,53.50611877441406,-2.833799242973328,-131.63385009765622,2270.0991758928394,1504.461172679668
4,2,Hand,1,0.02331185340881348,1972,53.5057373046875,-2.8340392112731934,-131.63400268554688,2270.0976056746713,1504.4605449890828
5,2,Phone,12,0.18699169158935547,1973,53.50436401367188,-2.8351150751113887,-131.63490295410156,2270.0919543015057,1504.456840565912
6,2,Hand,3,0.04464006423950195,1974,53.50335693359375,-2.836145401000977,-131.63575744628906,2270.08781074303,1504.453324148967
7,2,Phone,1,0.022320032119750977,1975,53.5030517578125,-2.836364507675172,-131.63589477539062,2270.0865546298687,1504.4527591818282
8,2,Hand,1,0.010911941528320312,1976,53.5028076171875,-2.8365774154663086,-131.63603210449222,2270.0855498498654,1504.4521941417383
9,2,NoHouse,12,0.2088158130645752,1977,53.50187683105469,-2.8376197814941406,-131.63641357421878,2270.0817185542487,1504.450624887851
10,2,Phone,10,0.1334240436553955,1978,53.49983215332031,-2.8394787311553955,-131.6380615234375,2270.0733055249198,1504.4438433489208
11,2,Hand,1,0.010911703109741213,1979,53.4984130859375,-2.8399367332458496,-131.63945007324222,2270.067467616614,1504.4381289113599
12,2,Phone,1,0.012399911880493164,1980,53.49789428710938,-2.8398728370666504,-131.63983154296878,2270.0653328197895,1504.4365591650244
13,2,Hand,2,0.02232027053833008,1981,53.49755859375,-2.839796543121338,-131.64009857177734,2270.06395159264,1504.4354289024354
14,2,Phone,14,0.19889545440673828,1982,53.60075378417969,-2.8393404483795166,-131.63333129882812,2270.4888655875584,1504.4631952629907
15,2,NoHouse,11,0.1587200164794922,1983,54.40792846679688,-2.8376364707946777,-131.48184204101562,2273.812052690834,1505.0858507205312
16,2,Hand,2,0.04315185546875,1984,54.83883666992188,-2.8362900018692017,-131.38140869140622,2275.5860357473603,1505.4987765757573
17,2,Phone,5,0.0902719497680664,1985,55.21478271484375,-2.835123300552368,-131.29109191894528,2277.1337296243537,1505.8701207850258
18,2,Hand,2,0.03323173522949219,1986,55.42988586425781,-2.834442257881165,-131.2395095825195,2278.019262966236,1506.0822356172775
19,2,Phone,1,0.009920120239257812,1987,55.59115600585938,-2.8337981700897217,-131.20036315917972,2278.683174055042,1506.2431587544788
