,PathNumber,ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z,transformed_HMD_x,transformed_HMD_y
0,5,NoHouse,15,0.2331197261810303,5424,-263.03521728515625,3.958909034729004,128.82608032226562,960.7468481895927,2581.0313379035124
1,5,Phone,21,0.3615837097167969,5425,-262.21600341796875,3.958631038665772,129.14456176757812,964.1371680750758,2582.3415752194196
2,5,Hand,4,0.04463958740234375,5426,-262.2161865234375,3.957052946090698,129.14685821533206,964.1363843645045,2582.351110115356
3,5,Phone,1,0.021824121475219727,5427,-262.2158203125,3.9565625190734863,129.14791870117188,964.1378899834036,2582.355463002505
4,5,Hand,6,0.06646394729614258,5428,-262.21517944335943,3.955957174301148,129.14905548095706,964.1405324376523,2582.360192178803
5,5,Phone,5,0.06696009635925293,5429,-262.21356201171875,3.9550814628601074,129.1514892578125,964.1472065339381,2582.370215663528
6,5,Hand,11,0.1235041618347168,5430,-262.21246337890625,3.954518795013428,129.15296936035156,964.1517417147636,2582.3763295952604
7,5,Phone,2,0.02281522750854492,5431,-262.2115478515625,3.9545702934265137,129.1537857055664,964.1555256686318,2582.379667311235
8,5,Hand,1,0.011904001235961914,5432,-262.2113037109375,3.954563617706299,129.15402221679688,964.1565344120417,2582.3806752187893
9,5,Phone,10,0.12400007247924805,5433,-262.21041870117193,3.9543144702911377,129.15474700927734,964.1601927727036,2582.3836975445724
10,5,Hand,5,0.06745600700378418,5434,-262.2095947265625,3.953747272491455,129.15492248535156,964.1636044446606,2582.3843844744624
11,5,NoHouse,1,0.021823883056640625,5435,-262.20928955078125,3.9535312652587886,129.15495300292972,964.1648683723587,2582.3845079485354
12,5,Hand,6,0.10019207000732422,5436,-262.20907592773443,3.9535279273986816,129.15496063232425,964.1657531883764,2582.3845691268225
13,5,Phone,2,0.0441436767578125,5437,-262.20877075195307,3.9534206390380864,129.15495300292972,964.1670176158066,2582.3845031991696
14,5,Hand,16,0.28867149353027344,5438,-262.20828247070307,3.9530508518218994,129.1545333862305,964.1690449308226,2582.3827941136647
15,5,Phone,3,0.04464006423950195,5439,-262.2081298828125,3.953015804290772,129.1539306640625,964.1696837244496,2582.380267360494
16,5,Hand,5,0.055552005767822266,5440,-262.2081298828125,3.953048706054688,129.15385437011722,964.1696845573507,2582.3799516909576
17,5,Phone,5,0.08878397941589355,5441,-262.2083740234375,3.9530653953552246,129.15390014648438,964.168672648946,2582.3801433276667
18,5,Hand,5,0.10019207000732422,5442,-262.2084350585937,3.9530186653137207,129.15383911132812,964.1684204631007,2582.3798913507844
19,5,Phone,1,0.021823644638061523,5443,-262.20855712890625,3.95295524597168,129.15365600585938,964.1679167577317,2582.379134861389
20,5,NoHouse,14,0.22220802307128906,5444,-262.20867919921875,3.9529831409454346,129.15319061279294,964.1674162173912,2582.3771788277577
21,5,Phone,1,0.010911941528320312,5445,-262.20819091796875,3.956249713897705,129.15263366699222,964.169445031607,2582.374901537153
22,5,NoHouse,11,0.22220778465271,5446,-262.20770263671875,3.9711737632751465,129.15216064453122,964.171473012896,2582.3729399161084
23,5,Building_180,15,0.2336153984069824,5447,-262.21661376953125,3.993119239807129,129.15347290039062,964.1345422687208,2582.378451008991
24,5,NoHouse,1,0.021823883056640625,5448,-262.21942138671875,3.9955368041992174,129.155517578125,964.1228887451732,2582.386936655652
25,5,Building_93,12,0.17806410789489746,5449,-262.22134399414057,3.9977617263793945,129.1576919555664,964.1149002454255,2582.3959192722436
26,5,NoHouse,2,0.0441434383392334,5450,-262.2211303710937,4.0008320808410645,129.16002655029294,964.115759740749,2582.4055768058524
27,5,NoHit,1,0.010912418365478516,5451,-262.220947265625,4.001253604888916,129.16033935546878,964.1165147991395,2582.406900941844
28,5,Building_177,1,0.01140761375427246,5452,-262.22076416015625,4.001492977142334,129.16047668457028,964.117271856544,2582.4074674708245
29,5,TaskBuilding_38,1,0.010912656784057615,5453,-262.2203369140625,4.002005100250243,129.16070556640622,964.1190393233238,2582.4084105682714
30,5,Building_177,1,0.01140737533569336,5454,-262.2201538085937,4.002211093902588,129.1607666015625,964.1197972136466,2582.408661427662
31,5,NoHouse,2,0.03372812271118164,5455,-262.21994018554693,4.002532958984375,129.16085815429688,964.1206811969084,2582.4090382755076
32,5,Building_177,1,0.02182459831237793,5456,-262.2196655273437,4.0027289390563965,129.16085815429688,964.1218190318916,2582.409035761087
33,5,NoHit,1,0.022319316864013672,5457,-262.219482421875,4.0028557777404785,129.16094970703122,964.1225765890398,2582.4094128883107
34,5,NoHouse,3,0.055056095123291016,5458,-262.21881103515625,4.003382682800293,129.16151428222656,964.1253517998153,2582.411742696884
35,5,House_49,2,0.03323173522949219,5459,-262.21798706054693,4.003807067871094,129.16255950927734,964.1287538104395,2582.416091393902
36,5,NoHouse,6,0.10019207000732422,5460,-262.21737670898443,4.00366473197937,129.1638107299805,964.1312686727321,2582.421262787529
37,5,Building_179,1,0.022319793701171875,5461,-262.217041015625,4.003567695617677,129.16435241699222,964.1326535294884,2582.423469401457
38,5,NoHouse,4,0.06646442413330078,5462,-262.216796875,4.0034024715423575,129.1643295288086,964.1336651049209,2582.4234040324727
39,5,Building_179,1,0.010911703109741213,5463,-262.216552734375,4.003418445587158,129.16419982910156,964.1346780130142,2582.422833592144
40,5,NoHouse,2,0.03372764587402344,5464,-262.21649169921875,4.003418445587159,129.1640548706055,964.1349323644728,2582.422264828116
41,5,House_49,1,0.010912418365478516,5465,-262.21630859375,4.003366947174071,129.16375732421878,964.1356942527626,2582.4210004734628
42,5,Building_179,2,0.022319793701171875,5466,-262.21621704101557,4.003319978713988,129.16352844238278,964.1360760298211,2582.4200526265513
43,5,House_49,13,0.2331197261810303,5467,-262.21588134765625,4.00327730178833,129.16162109375,964.1374875398224,2582.412157813759
44,5,TaskBuilding_38,1,0.011407852172851562,5468,-262.2156982421875,4.0036940574646005,129.15927124023438,964.1382717501863,2582.4024335145373
45,5,NoHit,1,0.021824121475219727,5469,-262.21551513671875,4.0038676261901855,129.15864562988278,964.13903713668,2582.399843347788
46,5,Building_180,3,0.04463982582092285,5470,-262.2149658203125,4.004196643829347,129.15632629394528,964.1413381270129,2582.39024196423
47,5,Building_181,1,0.011407852172851562,5471,-262.21417236328125,4.004709243774413,129.15315246582028,964.144659854633,2582.377102847041
48,5,Building_182,10,0.16616034507751465,5472,-262.2130126953125,4.004960536956787,129.14350891113278,964.1495693258926,2582.3371916023657
49,5,Building_181,1,0.010911703109741213,5473,-262.2135009765625,4.004339694976807,129.13650512695312,964.147622969675,2582.308217611828
50,5,Building_182,2,0.03372788429260254,5474,-262.2138061523437,4.004280090332031,129.1353530883789,964.1463713691012,2582.3034222291535
51,5,Building_181,8,0.12151980400085448,5475,-262.21536254882807,4.003580570220946,129.13201904296878,964.1399599539116,2582.289673286722
52,5,NoHouse,3,0.07340788841247559,5476,-262.2172241210937,4.001780033111571,129.12936401367188,964.1322769483102,2582.2787050293364
53,5,Building_181,2,0.03323197364807129,5477,-262.21755981445307,4.001227855682373,129.12883758544922,964.130891925224,2582.276561549756
54,5,NoHouse,2,0.03372788429260254,5478,-262.21762084960943,4.001005172729491,129.1286392211914,964.130641405224,2582.2756782339266
55,5,Building_182,1,0.021824121475219727,5479,-262.2177124023437,4.0009307861328125,129.12847900390622,964.130263792807,2582.275047733027
56,5,Building_183,32,0.4597911834716797,5480,-261.7748413085937,4.000779151916504,129.33965301513672,965.9626496540261,2583.1447650390173
57,5,NoHouse,18,0.2668478488922119,5481,-259.58108520507807,3.96802020072937,130.00563049316406,975.0433601679435,2585.8801112057245
58,5,Phone,11,0.17707180976867676,5482,-258.53399658203125,3.9702305793762207,130.13006591796878,979.3796348529197,2586.385346784214
59,5,NoHouse,5,0.0892798900604248,5483,-257.7767333984375,3.9731526374816895,130.29037475585938,982.514865655903,2587.0416627052755
60,5,Phone,4,0.04463982582092285,5484,-257.35250854492193,3.9751873016357417,130.4167404174805,984.2708385484317,2587.560627519343
61,5,NoHouse,14,0.2107999324798584,5485,-256.563720703125,3.9854249954223633,130.67010498046878,987.5356075011276,2588.601623657656
62,5,Phone,20,0.3219034671783447,5486,-255.23553466796875,3.9863681793212886,131.11956024169922,993.0326170256533,2590.449014951231
63,5,NoHouse,2,0.03323197364807129,5487,-254.4755096435547,3.988351345062256,131.38397979736328,996.1780446565931,2591.5359583598656
64,5,Hand,2,0.02232027053833008,5488,-254.29185485839844,3.990731000900269,131.44866943359378,996.9381028300944,2591.8019432436663
65,5,NoHouse,15,0.18897581100463867,5489,-253.8304901123047,4.004589557647705,131.59992980957028,998.8475821201251,2592.423511104381
66,5,Building_180,34,0.4885590076446533,5490,-253.63096618652344,4.017886161804198,131.64385223388672,999.6735917745294,2592.6034255864824
