PathNumber,ColliderName,Samples,timeDiff,Index,HMD_x,HMD_y,HMD_z
0,NoHouse,177,2.7478365898132324,0,-287.15802001953125,1.6782958507537842,-164.87295532226562
0,NoHit,18,0.23361563682556152,1,-287.197265625,1.6720598936080933,-164.86260986328125
0,NoHouse,28,0.36604762077331543,2,-287.20196533203125,1.6734178066253662,-164.85128784179688
0,Hand,1,0.011407852172851562,7,-287.2222900390625,1.6527330875396729,-164.82432556152344
0,NoHouse,1,0.010911941528320312,8,-287.2229919433594,1.6510655879974363,-164.82369995117188
0,Phone,1,0.011408090591430664,9,-287.2235107421875,1.6494917869567869,-164.82333374023438
0,NoHouse,2,0.03372788429260254,10,-287.22486877441406,1.6470463275909424,-164.82230377197266
0,Phone,6,0.07737588882446289,11,-287.2298126220703,1.6411643028259277,-164.8182373046875
0,NoHouse,6,0.09969615936279297,12,-287.23651123046875,1.6381856203079224,-164.81503295898438
0,Hand,2,0.022319793701171875,13,-287.23973083496094,1.6366586685180664,-164.81455993652344
0,NoHouse,2,0.022320032119750977,14,-287.2418518066406,1.6354659795761108,-164.81436157226562
0,Phone,15,0.2440319061279297,15,-287.24755859375,1.6325628757476809,-164.8129119873047
0,NoHouse,12,0.19988727569580078,16,-287.25157165527344,1.627554178237915,-164.8053741455078
0,Phone,10,0.1775679588317871,17,-287.2526397705078,1.6239532232284546,-164.79808807373047
0,Hand,3,0.04464006423950195,18,-287.25274658203125,1.6227188110351562,-164.79449462890625
0,NoHouse,16,0.24452757835388184,19,-287.25514221191406,1.619084119796753,-164.78717041015625
0,Building_217,9,0.13292789459228516,20,-287.2579345703125,1.6137094497680664,-164.78277587890625
0,NoHouse,1,0.011407852172851562,21,-287.25823974609375,1.6124663352966309,-164.7815704345703
0,Hand,70,1.1437747478485107,22,-287.25579833984375,1.6107176542282104,-164.78624725341797
0,NoHouse,1,0.011407613754272461,23,-287.2582702636719,1.6194243431091309,-164.80108642578125
0,Hand,2,0.03323221206665039,24,-287.2586364746094,1.6202442646026611,-164.80257415771484
0,NoHouse,11,0.13292765617370605,25,-287.2592468261719,1.6247074604034424,-164.8112335205078
0,Hand,1,0.011408090591430664,26,-287.25787353515625,1.6307156085968018,-164.82383728027344
0,NoHouse,7,0.11110401153564453,27,-287.2540588378906,1.6347618103027344,-164.83326721191406
0,Hand,1,0.022320032119750977,28,-287.2481994628906,1.639840602874756,-164.84274291992188
0,NoHouse,27,0.4444153308868408,29,-287.23443603515625,1.6472618579864502,-164.85641479492188
0,Building_219,1,0.021823883056640625,32,-287.1654357910156,1.6728253364562988,-164.87794494628906
0,NoHouse,9,0.14483189582824707,33,-287.15301513671875,1.6756350994110107,-164.8785400390625
0,Building_219,1,0.021824121475219727,34,-287.13763427734375,1.6783554553985596,-164.8778533935547
0,NoHouse,1,0.022319793701171875,35,-287.1343688964844,1.6789121627807615,-164.87742614746094
0,TaskBuilding_53,54,0.7886388301849365,36,-287.1265411376953,1.6808011531829834,-164.87696838378906
0,NoHouse,7,0.0892801284790039,37,-287.2950744628906,1.6523470878601074,-166.4703369140625
0,TaskBuilding_53,56,0.9433908462524414,38,-287.5777587890625,1.5965003967285156,-168.56314849853516
0,NoHouse,33,0.4999673366546631,39,-288.6893005371094,1.5343148708343506,-171.14918518066406
0,TaskBuilding_53,80,1.2881107330322266,40,-288.7829895019531,1.4250152111053465,-175.14141082763672
0,NoHouse,65,1.0887181758880615,41,-284.92138671875,1.3317148685455322,-178.4091339111328
1,NoHouse,55,0.8546085357666016,42,-286.6725769042969,1.2996225357055664,-178.446533203125
1,Phone,26,0.43300580978393555,43,-287.81541442871094,1.2898446917533875,-178.46287536621094
1,NoHouse,12,0.17806434631347656,44,-287.97764587402344,1.2889845967292786,-178.4445571899414
1,Phone,14,0.22220730781555176,45,-287.9746856689453,1.2890991568565369,-178.43561553955078
1,NoHouse,12,0.2107999324798584,46,-287.97544860839844,1.2890281677246094,-178.432861328125
1,Hand,1,0.010911941528320312,47,-287.9763488769531,1.289523720741272,-178.43209838867188
1,Phone,16,0.2559356689453125,48,-287.9773712158203,1.2898635864257812,-178.43199157714844
1,Hand,6,0.0882878303527832,49,-287.9794921875,1.2887973189353943,-178.43268585205078
1,Phone,11,0.1666557788848877,50,-287.9830627441406,1.2884414196014404,-178.43255615234375
1,Hand,4,0.055551767349243164,51,-287.98744201660156,1.2862358093261719,-178.43146514892578
1,NoHouse,7,0.11159992218017578,52,-287.9921875,1.2841531038284302,-178.43020629882812
1,Hand,13,0.19939208030700684,53,-287.99700927734375,1.2807387113571167,-178.42774963378906
1,Phone,2,0.022319793701171875,54,-287.9984588623047,1.278508186340332,-178.42608642578125
1,Hand,3,0.055551767349243164,55,-287.99853515625,1.2779625654220579,-178.42568969726562
1,Phone,3,0.05555224418640137,56,-287.99810791015625,1.2779103517532349,-178.42543029785156
1,Hand,4,0.055551767349243164,57,-287.99786376953125,1.278297781944275,-178.4254608154297
1,Phone,5,0.07787203788757324,58,-287.9969177246094,1.2793971300125122,-178.42605590820312
1,Hand,2,0.022319793701171875,59,-287.9960632324219,1.2804294228553772,-178.42679595947266
1,Phone,6,0.08878374099731445,60,-287.9942169189453,1.2819628715515137,-178.42792510986328
1,Hand,10,0.1666560173034668,61,-287.99073791503906,1.2830618619918823,-178.4295883178711
1,Phone,7,0.12201571464538574,62,-287.98760986328125,1.2835752964019775,-178.43121337890625
1,Hand,2,0.03323221206665039,63,-287.9860382080078,1.2840768098831177,-178.43218231201172
1,NoHouse,7,0.1225118637084961,64,-287.98431396484375,1.2846627235412598,-178.43283081054688
1,Hand,2,0.0441436767578125,65,-287.9831085205078,1.2845053672790527,-178.43357849121094
1,Phone,3,0.044640302658081055,66,-287.9826354980469,1.284319281578064,-178.43380737304688
1,Hand,2,0.0441436767578125,67,-287.98193359375,1.2842270135879517,-178.4340362548828
1,Phone,9,0.14483189582824707,68,-287.9805908203125,1.2833876609802246,-178.4337158203125
1,Hand,2,0.021823883056640625,69,-287.98046875,1.282579779624939,-178.43304443359375
1,NoHouse,1,0.011407852172851562,70,-287.9804992675781,1.2822121381759644,-178.43280029296875
1,Hand,2,0.021824121475219727,71,-287.98057556152344,1.2818635702133179,-178.43242645263672
1,NoHouse,2,0.022320032119750977,72,-287.98065185546875,1.2815616130828857,-178.43202209472656
1,Phone,1,0.011408090591430664,73,-287.9807434082031,1.281241774559021,-178.43157958984375
1,Hand,1,0.022319793701171875,74,-287.9809265136719,1.2812079191207886,-178.43121337890625
1,Phone,4,0.07737612724304199,75,-287.9810485839844,1.2810987830162048,-178.43084716796875
1,Hand,3,0.05555152893066406,76,-287.9813232421875,1.2807377576828003,-178.43048095703125
1,NoHouse,10,0.14681601524353027,77,-287.9820861816406,1.2795446515083313,-178.42925262451172
1,Phone,1,0.019840002059936523,78,-287.9821472167969,1.2783104181289673,-178.42770385742188
1,Hand,4,0.08878397941589355,79,-287.98191833496094,1.2779229283332825,-178.42706298828125
1,Phone,1,0.010911941528320312,80,-287.98175048828125,1.2777844667434692,-178.42684936523438
1,Hand,6,0.10068774223327637,81,-287.9816131591797,1.2773929238319397,-178.4265899658203
1,Phone,3,0.06596779823303223,82,-287.9816589355469,1.2770181894302368,-178.42626953125
1,Hand,2,0.03323221206665039,83,-287.981689453125,1.2764647006988525,-178.42623138427734
1,Phone,16,0.2668476104736328,84,-287.9824676513672,1.2746070623397827,-178.42493438720703
1,Hand,2,0.0441439151763916,85,-287.9890594482422,1.2739360332489014,-178.40345001220703
1,Phone,9,0.15575075149536133,86,-287.99462890625,1.2734884023666382,-178.38487243652344
1,Hand,3,0.04463315010070801,87,-287.9964294433594,1.2728655338287354,-178.3773193359375
1,Phone,4,0.07737588882446289,88,-287.99732971191406,1.2726150751113892,-178.37377166748047
1,Hand,4,0.07787179946899414,89,-287.9981689453125,1.2723501324653625,-178.37064361572266
1,Phone,22,0.35563158988952637,90,-288.00018310546875,1.2721603512763977,-178.36145782470703
1,Hand,3,0.0441441535949707,91,-288.0078430175781,1.2730329036712646,-178.3253173828125
1,Phone,5,0.06646347045898438,92,-288.01007080078125,1.2728365659713743,-178.3151092529297
1,Hand,6,0.11110401153564453,93,-288.0136260986328,1.2719279527664185,-178.29878997802734
1,Phone,19,0.25543951988220215,94,-288.02020263671875,1.271317958831787,-178.24606323242188
1,Hand,3,0.03372836112976074,95,-288.0229797363281,1.2716405391693115,-178.2111053466797
1,Phone,6,0.07737541198730469,96,-288.0235900878906,1.2720143795013428,-178.19772338867188
1,Hand,2,0.044640302658081055,97,-288.024169921875,1.2727423310279846,-178.17758178710938
1,Phone,7,0.1334238052368164,98,-288.0240783691406,1.2735238075256348,-178.15750122070312
1,Hand,1,0.022319793701171875,99,-288.02294921875,1.2751152515411377,-178.13670349121094
1,NoHouse,2,0.0441439151763916,100,-288.02232360839844,1.277844786643982,-178.12583923339844
1,Phone,2,0.022320032119750977,101,-288.0218200683594,1.281501591205597,-178.1161880493164
1,Hand,1,0.021824121475219727,102,-288.0216064453125,1.2858660221099854,-178.10081481933594
1,NoHouse,8,0.15574383735656738,103,-288.0240783691406,1.2993324398994446,-178.02549743652344
1,Phone,33,0.5882551670074463,104,-288.034423828125,1.3333394527435305,-177.21803283691406
1,NoHouse,9,0.12251162528991699,105,-288.0564270019531,1.3699777126312256,-176.1869354248047
1,Building_213,1,0.011408329010009766,106,-288.052978515625,1.3851003646850586,-175.81564331054688
1,NoHouse,10,0.16615962982177734,107,-288.0428924560547,1.395000398159027,-175.52159881591797
1,Building_212,1,0.010911941528320312,108,-288.03009033203125,1.405376434326172,-175.22866821289062
1,Building_213,16,0.2777597904205322,109,-287.9993438720703,1.4232468605041504,-174.7426300048828
1,NoHouse,9,0.13391947746276855,110,-287.9598693847656,1.4420115947723389,-174.1776885986328
1,Building_210,21,0.3551359176635742,111,-287.9007873535156,1.4631520509719849,-173.42062377929688
1,NoHouse,2,0.021823883056640625,112,-287.8540496826172,1.4796980619430542,-172.77397918701172
1,Building_213,6,0.0892801284790039,113,-287.84104919433594,1.484824001789093,-172.5873031616211
1,Building_198,6,0.09969568252563477,114,-287.8246154785156,1.4917346239089966,-172.3394012451172
1,Building_213,26,0.4444155693054199,117,-287.7695770263672,1.515073537826538,-171.44908905029297
1,Building_212,1,0.010911703109741211,118,-287.726318359375,1.5337889194488523,-170.72698974609375
1,NoHouse,30,0.43300771713256836,119,-287.67054748535156,1.5582400560379028,-169.81585693359375
1,Building_213,35,0.48905515670776367,120,-287.55743408203125,1.6063393354415894,-167.77171325683594
1,Building_210,40,0.6438074111938477,121,-287.4430847167969,1.669520914554596,-165.4109344482422
1,NoHouse,7,0.12201571464538574,122,-287.3815002441406,1.7122371196746826,-163.92347717285156
1,Building_213,2,0.022320032119750977,123,-287.3721618652344,1.719497799873352,-163.66797637939453
1,NoHouse,2,0.022320032119750977,124,-287.36802673339844,1.7227407693862915,-163.5511474609375
1,Building_213,16,0.3000795841217041,125,-287.3485107421875,1.7377961874008179,-163.01648712158203
1,Building_212,1,0.021823644638061523,126,-287.33160400390625,1.7503137588500977,-162.5726318359375
1,Building_213,5,0.07787227630615234,127,-287.325927734375,1.7542510032653809,-162.43247985839844
1,Building_212,1,0.011408090591430664,128,-287.32025146484375,1.7580866813659668,-162.2926025390625
1,Building_213,4,0.07737565040588379,129,-287.3119812011719,1.7638071775436401,-162.08174896240234
1,Building_212,1,0.011407852172851562,130,-287.3073425292969,1.7671406269073486,-161.96461486816406
1,Building_213,8,0.15524768829345703,131,-287.2965393066406,1.7748851776123047,-161.68341827392578
1,NoHouse,4,0.05555224418640137,132,-287.2837829589844,1.7844934463500977,-161.33062744140625
1,Building_213,4,0.055552005767822266,133,-287.2751770019531,1.7909108400344849,-161.0954132080078
1,NoHouse,6,0.10019183158874512,134,-287.26246643066406,1.8000338077545166,-160.76544952392578
1,Building_213,3,0.06646418571472168,135,-287.2491149902344,1.8094537258148196,-160.41143798828125
1,NoHouse,50,0.8665106296539307,136,-287.1769714355469,1.8612107038497925,-158.49275970458984
1,Building_213,1,0.021823883056640625,137,-287.1177062988281,1.9085328578948972,-156.77291870117188
1,Building_210,22,0.38886380195617676,138,-287.1075897216797,1.9275956153869627,-156.08294677734375
1,NoHouse,1,0.010911703109741211,139,-287.1033935546875,1.950558423995972,-155.2910614013672
1,Building_210,25,0.4335038661956787,140,-287.1031188964844,1.9723572731018064,-154.56985473632812
1,Building_211,17,0.23311948776245117,141,-287.1094970703125,2.013732671737671,-152.94888305664062
1,Building_210,1,0.010911941528320312,142,-287.11834716796875,2.0332183837890625,-152.20069885253906
1,NoHouse,304,4.833513975143433,143,-287.23272705078125,2.32466459274292,-141.2279281616211
1,Building_214,1,0.009423971176147461,144,-287.3101501464844,2.558401346206665,-129.9639892578125
1,NoHouse,17,0.2658562660217285,145,-287.2259521484375,2.5588703155517583,-129.37702941894528
1,Building_214,12,0.19988703727722168,146,-286.9967803955078,2.556837558746338,-128.23412322998047
1,NoHouse,23,0.36703968048095703,147,-286.531005859375,2.5496978759765625,-126.8223876953125
1,TaskBuilding_43,1,0.021824121475219727,148,-286.004150390625,2.472564935684204,-125.8159637451172
1,NoHouse,6,0.12251162528991699,149,-285.82997131347656,2.527506947517395,-125.54109573364258
1,Building_154,1,0.010911941528320312,150,-285.70892333984375,2.562668561935425,-125.36026763916016
1,NoHouse,13,0.1666560173034668,151,-285.4555358886719,2.6023883819580083,-125.0109405517578
1,Building_154,2,0.021823644638061523,152,-285.0425262451172,2.634387493133545,-124.50685501098634
1,NoHouse,1,0.011408329010009766,153,-284.9703674316406,2.639767408370972,-124.42585754394531
1,Building_154,7,0.14433598518371582,154,-284.7488098144531,2.6521310806274414,-124.18883514404295
1,NoHouse,2,0.0441436767578125,155,-284.5211181640625,2.6631885766983032,-123.96139144897461
1,Building_154,1,0.011407852172851562,156,-284.44293212890625,2.6676743030548096,-123.88739776611328
1,NoHouse,1,0.021824121475219727,157,-284.3634948730469,2.670203447341919,-123.81478118896484
1,Building_154,10,0.14483165740966797,158,-284.0388641357422,2.679366111755371,-123.53364181518555
1,NoHouse,8,0.13292813301086426,159,-283.39735412597656,2.701038122177124,-123.0456314086914
1,Building_154,9,0.14433550834655762,160,-282.76220703125,2.724864959716797,-122.6407470703125
1,NoHouse,1,0.013887882232666016,161,-282.3337097167969,2.734853506088257,-122.40786743164062
1,Building_154,1,0.019344091415405273,162,-282.2849426269531,2.7353336811065674,-122.38317108154295
1,Building_236,12,0.16615962982177734,163,-281.8162384033203,2.7384395599365234,-122.16078186035156
1,Building_154,2,0.03323221206665039,164,-281.4158935546875,2.741259455680847,-121.98707580566406
1,Building_236,6,0.08878374099731445,165,-281.1631622314453,2.7435024976730347,-121.88288116455078
1,NoHouse,2,0.03372836112976074,166,-280.80413818359375,2.7459393739700317,-121.74240493774414
1,Building_236,2,0.021823883056640625,167,-280.67559814453125,2.747010588645935,-121.69338989257812
1,TaskBuilding_48,2,0.022319793701171875,168,-280.49481201171875,2.7484304904937744,-121.62606048583984
1,NoHouse,1,0.011408090591430664,169,-280.36474609375,2.7494053840637207,-121.57875061035156
1,TaskBuilding_48,9,0.1225118637084961,170,-279.99588012695307,2.7509779930114746,-121.45085906982422
1,NoHouse,1,0.022319555282592773,171,-279.72811889648443,2.7659752368927,-121.3656768798828
1,TaskBuilding_48,7,0.14433598518371582,172,-279.40438842773443,2.771387815475464,-121.27252197265624
1,NoHouse,13,0.2107999324798584,173,-278.52285766601557,2.7847859859466557,-121.0656509399414
1,Phone,18,0.2559356689453125,174,-277.24163818359375,2.7980083227157593,-120.84011840820312
1,Hand,14,0.2440319061279297,175,-275.7616729736328,2.7907904386520386,-120.56558227539062
1,NoHouse,10,0.1666560173034668,176,-274.78201293945307,2.8015806674957275,-120.35643768310547
1,Hand,62,0.9776144027709961,177,-272.26795959472656,2.808051347732544,-119.76835632324219
1,NoHouse,7,0.0882878303527832,178,-269.52362060546875,2.819069623947144,-119.21134185791016
1,Building_232,1,0.011408090591430664,179,-269.3052978515625,2.8207077980041504,-119.17312622070312
1,NoHouse,2,0.03323197364807129,180,-269.1415557861328,2.8218209743499756,-119.14527130126953
1,Building_232,1,0.022320270538330078,181,-269.032470703125,2.822700023651123,-119.1265106201172
1,TaskBuilding_48,1,0.010911941528320312,182,-268.97763061523443,2.823164939880371,-119.116943359375
1,NoHouse,1,0.011407613754272461,183,-268.92300415039057,2.8236703872680664,-119.10758972167969
1,Building_233,1,0.022320270538330078,184,-268.81369018554693,2.8246002197265625,-119.08934020996094
1,NoHouse,1,0.022319555282592773,185,-268.75869750976557,2.825084686279297,-119.080322265625
1,Building_233,1,0.021824121475219727,186,-268.703857421875,2.825552701950073,-119.07131958007812
1,NoHouse,1,0.022320032119750977,187,-268.64907836914057,2.8260631561279297,-119.06234741210938
1,Building_233,1,0.010911941528320312,188,-268.59439086914057,2.8265187740325928,-119.0533447265625
1,Building_232,1,0.011407852172851562,189,-268.53973388671875,2.827040672302246,-119.044677734375
1,TaskBuilding_48,2,0.04464006423950195,190,-268.42977905273443,2.8278242349624634,-119.02668762207031
1,NoHouse,2,0.0441439151763916,191,-268.23846435546875,2.8292163610458374,-118.99591445922852
1,Building_233,3,0.0441439151763916,192,-268.04592895507807,2.8306548595428467,-118.96588134765624
1,NoHouse,3,0.04464006423950195,193,-267.8812255859375,2.83191466331482,-118.93968200683594
1,TaskBuilding_37,1,0.022320032119750977,194,-267.71734619140625,2.8330423831939697,-118.91409301757812
1,Building_229,1,0.010911941528320312,195,-267.60720825195307,2.8337922096252437,-118.89674377441406
1,TaskBuilding_37,1,0.010911941528320312,196,-267.55206298828125,2.8342502117156982,-118.88832092285156
1,NoHouse,2,0.022815942764282227,197,-267.46974182128906,2.8348469734191895,-118.87535858154297
1,Building_231,10,0.1765756607055664,198,-267.00238037109375,2.837802529335022,-118.80431747436523
1,NoHouse,8,0.11110401153564453,199,-266.2864685058594,2.841525673866272,-118.70191955566406
1,Building_233,1,0.022319793701171875,200,-265.95529174804693,2.843198537826538,-118.65772247314452
1,Garage_235,4,0.07787203788757324,201,-265.67884826660156,2.8444684743881226,-118.62265396118164
1,Building_233,2,0.0441439151763916,202,-265.45770263671875,2.845368504524231,-118.59502792358398
1,Garage_235,1,0.011407852172851562,203,-265.34677124023443,2.845857858657837,-118.58123016357422
1,Building_233,6,0.07836794853210449,204,-265.15238952636713,2.846723794937134,-118.55778884887695
1,Building_231,19,0.3109917640686035,205,-264.294189453125,2.850456953048706,-118.4647445678711
1,NoHouse,10,0.13292765617370605,206,-263.27418518066406,2.8535975217819214,-118.37252426147461
1,Building_233,3,0.04464006423950195,207,-262.758056640625,2.8517744541168213,-118.33135986328124
1,Garage_235,4,0.07787179946899414,208,-262.43731689453125,2.8527060747146606,-118.30794525146484
1,Building_233,2,0.03323221206665039,209,-262.176513671875,2.854311466217041,-118.28997421264648
1,Garage_235,6,0.07787203788757324,210,-261.9457092285156,2.8550057411193848,-118.27488708496094
1,Building_233,1,0.021823644638061523,211,-261.71591186523443,2.854627847671509,-118.26040649414062
1,Garage_235,2,0.044640302658081055,212,-261.64036560058594,2.855077624320984,-118.25540161132812
1,Building_233,3,0.03372788429260254,213,-261.46304321289057,2.85488224029541,-118.24411010742188
1,Garage_235,11,0.16615962982177734,214,-260.9566650390625,2.853264570236206,-118.21221160888672
1,Building_233,2,0.022319793701171875,215,-260.52792358398443,2.8521116971969604,-118.18517303466797
1,Garage_235,4,0.05505633354187012,216,-260.35081481933594,2.85149896144867,-118.17414855957031
1,Building_233,2,0.03372764587402344,217,-260.17388916015625,2.851064085960388,-118.16336059570312
1,Garage_235,4,0.06646370887756348,218,-260.02235412597656,2.8506816625595097,-118.15457153320312
1,Building_231,1,0.010911941528320312,219,-259.89559936523443,2.850335597991944,-118.1474151611328
1,Building_226,2,0.02281641960144043,220,-259.82167053222656,2.850091576576233,-118.14311981201172
1,NoHouse,1,0.010911703109741211,221,-259.69561767578125,2.8497204780578613,-118.13597106933594
1,Building_226,1,0.010911941528320312,222,-259.5947265625,2.8491911888122563,-118.13062286376952
