SubjectID,PathNum,Condition,Success,Pctg. Rich Club
1004,1,B,False,0.12745098039215685
1004,2,B,False,0.1376416281997482
1004,3,B,False,0.14315352697095435
1004,4,B,True,0.14962962962962964
1004,5,B,False,0.15525876460767946
1004,6,B,False,0.13579433091628212
1004,7,B,True,0.26492537313432835
1004,8,B,False,0.15462962962962962
1004,9,B,True,0.10609480812641084
1005,1,A,True,0.18787878787878787
1005,2,A,True,0.16096579476861167
1005,3,A,True,0.07692307692307693
1005,4,A,False,0.08141025641025641
1005,5,A,True,0.030612244897959183
1005,6,A,True,0.012048192771084338
1005,7,A,False,0.12872542802790107
1005,8,A,True,0.05639097744360902
1005,9,A,False,0.13206214689265536
1008,1,B,True,0.19294605809128632
1008,2,B,True,
1008,3,B,True,
1008,4,B,True,0.09523809523809523
1008,5,B,False,0.10555555555555556
1008,6,B,True,0.058646616541353384
1008,7,B,True,0.2
1008,8,B,True,0.1846590909090909
1008,9,B,True,0.1296928327645051
1010,1,B,False,0.11746680286006128
1010,2,B,True,0.0
1010,3,B,True,
1010,4,B,True,0.10981468771448182
1010,5,B,False,0.08534554537885096
1010,6,B,True,0.13370865587614356
1010,7,B,True,0.17647058823529413
1010,8,B,True,0.09849906191369606
1010,9,B,True,0.07949479940564635
1011,1,B,True,0.16520210896309315
1011,2,B,True,0.0
1011,3,B,True,
1011,4,B,True,0.05223880597014925
1011,5,B,False,0.05722599418040737
1011,6,B,True,0.13569321533923304
1011,7,B,True,0.27461139896373055
1011,8,B,False,0.11317469529889727
1011,9,B,True,0.12642905178211164
1013,1,A,True,0.16323907455012854
1013,2,A,True,0.1485148514851485
1013,3,A,True,0.07569141193595343
1013,4,A,True,0.06903622693096377
1013,5,A,True,0.10112359550561797
1013,6,A,True,0.06378986866791744
1013,7,A,True,
1013,8,A,True,0.0851063829787234
1013,9,A,False,0.09747706422018348
1017,1,B,True,0.12071651090342679
1017,2,B,False,0.1170406306852638
1017,3,B,False,0.14355828220858896
1017,4,B,False,0.12668463611859837
1017,5,B,False,0.08249721293199554
1017,6,B,True,0.09939148073022312
1017,7,B,True,0.10344827586206896
1017,8,B,False,0.10718113612004287
1017,9,B,True,0.07753705815279362
1018,1,B,True,0.08681135225375626
1018,2,B,True,0.07447633824670287
1018,3,B,True,
1018,4,B,True,0.1935483870967742
1018,5,B,False,0.05073649754500818
1018,6,B,True,0.02617801047120419
1018,7,B,True,0.19014084507042253
1018,8,B,False,0.08926553672316384
1018,9,B,True,0.116600790513834
1019,1,A,True,0.16634799235181644
1019,2,A,True,0.13186813186813187
1019,3,A,True,0.13191489361702127
1019,4,A,False,0.12511332728921123
1019,5,A,True,0.1473429951690821
1019,6,A,True,0.0
1019,7,A,True,
1019,8,A,True,0.07106598984771574
1019,9,A,False,0.07719714964370546
1021,1,A,False,0.13050847457627118
1021,2,A,True,0.16573556797020483
1021,3,A,True,0.034782608695652174
1021,4,A,False,0.10150375939849623
1021,5,A,True,0.05172413793103448
1021,6,A,True,0.0546875
1021,7,A,True,
1021,8,A,True,0.09722222222222222
1021,9,A,False,0.12329370321444298
1022,1,A,False,0.16433021806853582
1022,2,A,False,0.12460567823343849
1022,3,A,False,0.14553140096618358
1022,4,A,False,0.14522342064714946
1022,5,A,False,0.11844005777563794
1022,6,A,True,0.09022038567493113
1022,7,A,True,
1022,8,A,True,0.09166666666666666
1022,9,A,False,0.14414923685698133
1023,1,A,True,0.13129102844638948
1023,2,A,True,0.10027855153203342
1023,3,A,True,0.10734463276836158
1023,4,A,False,0.03125
1023,5,A,True,0.1415929203539823
1023,6,A,True,0.015037593984962405
1023,7,A,True,
1023,8,A,True,0.0
1023,9,A,True,0.060714285714285714
1054,1,B,True,0.05707196029776675
1054,2,B,True,0.005025125628140704
1054,3,B,False,0.12991452991452992
1054,4,B,True,0.12631578947368421
1054,5,B,False,0.06104129263913824
1054,6,B,True,0.11468646864686469
1054,7,B,True,0.11511789181692095
1054,8,B,True,0.1224712957900492
1054,9,B,True,0.07547169811320754
1055,1,A,True,0.1408083441981747
1055,2,A,True,0.12420606916019761
1055,3,A,True,0.06686046511627906
1055,4,A,False,0.0999657651489216
1055,5,A,False,0.11972343522561864
1055,6,A,False,0.10892923304927751
1055,7,A,False,0.051829268292682924
1055,8,A,False,0.08840749414519906
1055,9,A,False,0.12081632653061225
1056,1,A,False,0.10651828298887123
1056,2,A,True,0.1495956873315364
1056,3,A,True,0.12184873949579832
1056,4,A,False,0.10178306092124814
1056,5,A,False,0.11698537682789652
1056,6,A,False,0.10990774167669475
1056,7,A,True,
1056,8,A,True,0.05693950177935943
1056,9,A,False,0.11135213304410702
1057,1,B,False,0.15456919060052218
1057,2,B,False,0.1243885394828791
1057,3,B,False,0.15074309978768577
1057,4,B,True,0.12094395280235988
1057,5,B,False,0.1712962962962963
1057,6,B,False,0.10659630606860158
1057,7,B,True,0.15178571428571427
1057,8,B,True,0.1848184818481848
1057,9,B,True,0.0858085808580858
1058,1,B,True,0.04184100418410042
1058,2,B,True,0.05291005291005291
1058,3,B,True,
1058,4,B,True,0.18452935694315004
1058,5,B,False,0.05976095617529881
1058,6,B,False,0.10970831519373095
1058,7,B,True,0.06428571428571428
1058,8,B,True,0.12357581069237511
1058,9,B,True,0.041916167664670656
1068,1,B,True,0.1594896331738437
1068,2,B,True,0.14285714285714285
1068,3,B,False,0.14307931570762053
1068,4,B,True,0.05660377358490566
1068,5,B,False,0.08729680915111379
1068,6,B,True,0.08477666362807658
1068,7,B,True,0.32160804020100503
1068,8,B,True,0.16018662519440124
1068,9,B,True,0.09491978609625669
1069,1,A,True,0.15517241379310345
1069,2,A,True,0.18518518518518517
1069,3,A,False,0.12849584278155707
1069,4,A,False,0.1108433734939759
1069,5,A,False,0.09131205673758866
1069,6,A,True,0.054878048780487805
1069,7,A,False,0.1546707503828484
1069,8,A,False,0.14613180515759314
1069,9,A,False,0.09958932238193019
1072,1,B,True,0.07820646506777894
1072,2,B,False,0.12030392570704938
1072,3,B,True,
1072,4,B,True,0.13236118900729107
1072,5,B,False,0.08094117647058824
1072,6,B,True,0.1557743957027753
1072,7,B,True,0.24842767295597484
1072,8,B,True,0.17739628040057226
1072,9,B,True,0.04745762711864407
1073,1,B,True,0.1407528641571195
1073,2,B,True,0.029411764705882353
1073,3,B,False,0.14676258992805755
1073,4,B,True,0.033707865168539325
1073,5,B,False,0.12753897024090693
1073,6,B,False,0.12309644670050761
1073,7,B,True,0.1867704280155642
1073,8,B,False,0.13411078717201166
1073,9,B,True,0.1092896174863388
1074,1,A,False,0.15740162398500937
1074,2,A,True,0.09450945094509451
1074,3,A,True,0.07659574468085106
1074,4,A,True,0.13192346424974824
1074,5,A,False,0.1078838174273859
1074,6,A,True,0.006920415224913495
1074,7,A,True,
1074,8,A,True,0.11898569570871262
1074,9,A,True,0.02735562310030395
1075,1,A,True,0.1170018281535649
1075,2,A,True,0.1408199643493761
1075,3,A,True,0.12987012987012986
1075,4,A,False,0.1331841074426413
1075,5,A,True,0.10483870967741936
1075,6,A,True,0.0
1075,7,A,True,
1075,8,A,True,0.1553030303030303
1075,9,A,True,0.07751937984496124
1077,1,B,False,0.1115702479338843
1077,2,B,True,0.0
1077,3,B,True,
1077,4,B,True,0.09795918367346938
1077,5,B,False,0.05034182722187694
1077,6,B,True,0.10529938059187888
